INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (1,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (58,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (59,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (60,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (61,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (62,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (63,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (64,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (65,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (66,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (67,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (68,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (69,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (70,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (71,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (72,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (73,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (74,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,7,74940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,8,79940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,9,84960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,10,89960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,11,94960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,12,99960);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,13,104980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,14,109980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,15,114980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,16,119980);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,17,125000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,18,130000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (75,19,135000);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,1,44920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,2,49920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,3,54920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,4,59920);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,5,64940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,6,69940);
INSERT INTO Taxes(outlet_id, quarter_id, tax) VALUES (76,7,74940);
